path_id,context,status,n_steps,states,state_labels,moves,start_node,end_node,end_state
path_52,vacancy_co_top_13,partial,6,O2 -> OOH -> H2O2 -> H2O -> OH -> O,OO* -> OOH* -> H2O2* -> H2O* -> OH* -> O*,+H -> +H -> -O -> -H -> -H,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,vacancy_co_top_13__O__O_atom_tilt0_az0,O
path_53,vacancy_co_top_13,partial,6,O2 -> OOH -> H2O2 -> H2O -> OH -> O,OO* -> OOH* -> H2O2* -> H2O* -> OH* -> O*,+H -> +H -> -O -> -H -> -H,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,vacancy_co_top_13__O__O_atom_tilt0_az0,O
path_54,vacancy_co_top_13,partial,6,O2 -> OOH -> H2O2 -> H2O -> OH -> O,OO* -> OOH* -> H2O2* -> H2O* -> OH* -> O*,+H -> +H -> -O -> -H -> -H,vacancy_co_top_13__O2__O2_side_on_tilt30_az180,vacancy_co_top_13__O__O_atom_tilt0_az0,O
path_55,vacancy_co_top_3,complete,6,O2 -> O -> OH -> OOH -> H2O2 -> H2O,OO* -> O* -> OH* -> OOH* -> H2O2* -> H2O*,-O -> +H -> +O -> +H -> -O,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,H2O
path_56,vacancy_co_top_3,complete,6,O2 -> O -> OH -> OOH -> H2O2 -> H2O,OO* -> O* -> OH* -> OOH* -> H2O2* -> H2O*,-O -> +H -> +O -> +H -> -O,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,H2O
path_57,vacancy_co_top_3,complete,6,O2 -> O -> OH -> OOH -> H2O2 -> H2O,OO* -> O* -> OH* -> OOH* -> H2O2* -> H2O*,-O -> +H -> +O -> +H -> -O,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,H2O
path_58,vacancy_co_top_3,complete,6,O2 -> O -> OH -> OOH -> H2O2 -> H2O,OO* -> O* -> OH* -> OOH* -> H2O2* -> H2O*,-O -> +H -> +O -> +H -> -O,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,vacancy_co_top_3__H2O__H2O_co_bound_tilt0_az0,H2O
path_59,vacancy_co_top_3,partial,4,O2 -> OOH -> OH -> O,OO* -> OOH* -> OH* -> O*,+H -> -O -> -H,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,vacancy_co_top_3__O__O_atom_tilt0_az0,O
path_60,vacancy_co_top_3,partial,4,O2 -> OOH -> OH -> O,OO* -> OOH* -> OH* -> O*,+H -> -O -> -H,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,vacancy_co_top_3__O__O_atom_tilt0_az0,O
path_61,vacancy_co_top_3,partial,5,O2 -> OOH -> OH -> H2O -> H2O2,OO* -> OOH* -> OH* -> H2O* -> H2O2*,+H -> -O -> +H -> +O,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt0_az0,H2O2
path_62,vacancy_co_top_3,partial,5,O2 -> OOH -> OH -> H2O -> H2O2,OO* -> OOH* -> OH* -> H2O* -> H2O2*,+H -> -O -> +H -> +O,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt30_az300,H2O2
path_63,vacancy_co_top_3,partial,5,O2 -> OOH -> OH -> H2O -> H2O2,OO* -> OOH* -> OH* -> H2O* -> H2O2*,+H -> -O -> +H -> +O,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt0_az0,H2O2
path_64,vacancy_co_top_3,partial,5,O2 -> OOH -> OH -> H2O -> H2O2,OO* -> OOH* -> OH* -> H2O* -> H2O2*,+H -> -O -> +H -> +O,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,vacancy_co_top_3__H2O2__H2O2_cotop3_h1p90_default_tilt30_az300,H2O2
path_65,vacancy_co_top_3,partial,6,O2 -> O -> OH -> H2O -> H2O2 -> OOH,OO* -> O* -> OH* -> H2O* -> H2O2* -> OOH*,-O -> +H -> +H -> +O -> -H,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,OOH
path_66,vacancy_co_top_3,partial,6,O2 -> O -> OH -> H2O -> H2O2 -> OOH,OO* -> O* -> OH* -> H2O* -> H2O2* -> OOH*,-O -> +H -> +H -> +O -> -H,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,OOH
path_67,vacancy_co_top_3,partial,6,O2 -> O -> OH -> H2O -> H2O2 -> OOH,OO* -> O* -> OH* -> H2O* -> H2O2* -> OOH*,-O -> +H -> +H -> +O -> -H,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,OOH
path_68,vacancy_co_top_3,partial,6,O2 -> O -> OH -> H2O -> H2O2 -> OOH,OO* -> O* -> OH* -> H2O* -> H2O2* -> OOH*,-O -> +H -> +H -> +O -> -H,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,vacancy_co_top_3__OOH__OOH_default_tilt30_az270,OOH
path_69,vacancy_co_top_3,partial,6,O2 -> OOH -> H2O2 -> H2O -> OH -> O,OO* -> OOH* -> H2O2* -> H2O* -> OH* -> O*,+H -> +H -> -O -> -H -> -H,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,vacancy_co_top_3__O__O_atom_tilt0_az0,O
path_70,vacancy_co_top_3,partial,6,O2 -> OOH -> H2O2 -> H2O -> OH -> O,OO* -> OOH* -> H2O2* -> H2O* -> OH* -> O*,+H -> +H -> -O -> -H -> -H,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,vacancy_co_top_3__O__O_atom_tilt0_az0,O
path_71,vacancy_co_top_3,partial,6,O2 -> OOH -> H2O2 -> H2O -> OH -> O,OO* -> OOH* -> H2O2* -> H2O* -> OH* -> O*,+H -> +H -> -O -> -H -> -H,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,vacancy_co_top_3__O__O_atom_tilt0_az0,O
path_72,vacancy_co_top_3,partial,6,O2 -> OOH -> H2O2 -> H2O -> OH -> O,OO* -> OOH* -> H2O2* -> H2O* -> OH* -> O*,+H -> +H -> -O -> -H -> -H,vacancy_co_top_3__O2__O2_side_on_tilt0_az0,vacancy_co_top_3__O__O_atom_tilt0_az0,O
path_73,vacancy_edge_bridge,complete,4,O2 -> O -> OH -> H2O,OO* -> O* -> OH* -> H2O*,-O -> +H -> +H,vacancy_edge_bridge__O2__O2_end_on_tilt30_az240,vacancy_edge_bridge__H2O__H2O_co_bound_tilt30_az150,H2O
path_74,vacancy_edge_bridge,complete,4,O2 -> OOH -> OH -> H2O,OO* -> OOH* -> OH* -> H2O*,+H -> -O -> +H,vacancy_edge_bridge__O2__O2_end_on_tilt30_az240,vacancy_edge_bridge__H2O__H2O_co_bound_tilt30_az150,H2O
path_75,vacancy_edge_bridge,partial,4,O2 -> O -> OH -> OOH,OO* -> O* -> OH* -> OOH*,-O -> +H -> +O,vacancy_edge_bridge__O2__O2_end_on_tilt30_az240,vacancy_edge_bridge__OOH__OOH_default_tilt30_az300,OOH
path_76,vacancy_edge_bridge,partial,4,O2 -> OOH -> OH -> O,OO* -> OOH* -> OH* -> O*,+H -> -O -> -H,vacancy_edge_bridge__O2__O2_end_on_tilt30_az240,vacancy_edge_bridge__O__O_atom_tilt0_az0,O
